,Brand,Product Name,Normal Price,Discount,Discount Price,Seller,Waranty status,Waranty Period (Months),Accessories Included
759,APPLE,iPhone 11 Negro 64GB Reacondicionado + AirPods Pro AAA,$ 2.850.000,-54%,$ 1.289.900, micelu,not available,0,yes
774,APPLE,IPHONE 12 128 GB REACONDICIONADO COLOR NEGRO,$ 3.000.000,-46%,$ 1.599.800, micelu,not available,0,no
782,APPLE,iPhone 12 Pro 256GB Grafito Reacondicionado,$ 3.500.000,-38%,$ 2.159.770, idroid colombia,not available,0,no
783,APPLE, Reacondicionado Iphone 12 Pro Max 128Gb Oro Apple,$ 3.500.000,-32%,$ 2.349.540, idroid colombia,not available,0,no
786,APPLE,IPHONE 14 PRO MAX 128 GB REACONDICIONADO COLOR PLATA,$ 4.799.000,-17%,$ 3.960.757, idroid colombia,not available,0,no
864,APPLE,Iphone 15 Plus 128 Gb Reacondicionado Color Azul Esim,$ 4.599.900,-24%,$ 3.489.900, la fabrica del iphone1,not available,0,no
874,APPLE, Iphone 13 Pro 1Tb Azul Sierra Reacondicionado,$ 6.999.900,-49%,$ 3.549.900, ecocell,not available,0,no
877,APPLE, Iphone 14 Pro Max 512Gb Graphite Reacondicionado,$ 5.199.900,-18%,$ 4.249.900, tecnotienda col,not available,0,no
883,VIVO, Vivo Y51 128Gb Blanco Reacondicionado,$ 950.000,-52%,$ 449.900, quiero mac,not available,0,no
884,VIVO, Vivo Y35 256Gb Negro Reacondicionado,$ 950.000,-52%,$ 449.900, quiero mac,not available,0,no
885,VIVO, Vivo Y36 128Gb Verde Turqueza Reacondicionado,$ 800.000,-50%,$ 399.900, quiero mac,not available,0,no
886,VIVO, Vivo Y50 128Gb Negro Reacondicionado,$ 800.000,-50%,$ 399.900, quiero mac,not available,0,no
887,VIVO, Vivo Y50 128Gb Azul Reacondicionado,$ 800.000,-50%,$ 399.900, quiero mac,not available,0,no
888,VIVO, Vivo Y36 128Gb Negro Reacondicionado,$ 800.000,-50%,$ 399.900, quiero mac,not available,0,no
889,VIVO, Vivo Y20s 128Gb Azul Reacondicionado,$ 600.000,-45%,$ 329.900, quiero mac,not available,0,no
890,VIVO, Vivo Y35 128Gb Negro Reacondicionado,$ 800.000,-50%,$ 399.900, quiero mac,not available,0,no
891,VIVO, Vivo Y33 128Gb Azul Reacondicionado,$ 800.000,-56%,$ 349.900, quiero mac,not available,0,no
892,VIVO, Vivo Y27 128Gb Azul Reacondicionado,$ 900.000,-55%,$ 399.900, quiero mac,not available,0,no
893,VIVO, Vivo Y33 128Gb Negro Reacondicionado,$ 800.000,-56%,$ 349.900, quiero mac,not available,0,no
894,VIVO, Vivo Y27 128Gb Negro Reacondicionado,$ 900.000,-55%,$ 399.900, quiero mac,not available,0,no
895,VIVO, Vivo V25 128Gb Negro Reacondicionado,$ 1.100.000,-50%,$ 549.900, quiero mac,not available,0,no
896,VIVO, Vivo V20 128Gb Azul Reacondicionado,$ 1.000.000,-50%,$ 499.900, quiero mac,not available,0,no
905,APPLE, Iphone 13 Pro 1 Tb Oro Reacondicionado,$ 6.999.900,-49%,$ 3.549.900, ecocell,not available,0,no
917,SAMSUNG, Samsung Galaxy A32 128Gb Azul Reacondicionado,$ 889.900,-38%,$ 549.900, ecocell,not available,0,no
919,SAMSUNG, Samsung Galaxy A32 128Gb Negro Reacondicionado,$ 889.900,-38%,$ 549.900, ecocell,not available,0,no
922,APPLE, Iphone 13 Pro 1Tb Plata Reacondicionado,$ 6.999.900,-49%,$ 3.549.900, ecocell,not available,0,no
923,XIAOMI,Xiaomi Redmi Note 10S 128 Gris Reacondicionado,$ 1.099.900,-59%,$ 449.900, quiero mac,not available,0,no
924,SAMSUNG,Samsung Galaxy A72 128 Negro Reacondicionado,$ 1.699.900,-52%,$ 799.900, quiero mac,not available,0,no
925,MOTOROLA,Motorola Moto G60 128 Negro Reacondicionado,$ 1.299.900,-53%,$ 599.900, quiero mac,not available,0,no
926,SAMSUNG,Samsung Galaxy M23 128 Azul Claro Reacondicionado,$ 1.699.900,-52%,$ 799.900, quiero mac,not available,0,no
927,NOKIA,Nokia G11 Plus 64 Azul Reacondicionado,$ 699.900,-57%,$ 299.900, quiero mac,not available,0,no
928,HUAWEI,Huawei Y8s 64 Negro Reacondicionado,$ 799.900,-62%,$ 299.900, quiero mac,not available,0,no
929,MOTOROLA,Motorola Moto G32 128 Negro Reacondicionado,$ 999.900,-55%,$ 449.900, quiero mac,not available,0,no
930,VIVO,Vivo V21 128 Negro Reacondicionado,$ 1.099.900,-54%,$ 499.900, quiero mac,not available,0,no
931,SAMSUNG,Samsung Galaxy S22 Plus 256 Negro Reacondicionado,$ 4.499.900,-53%,$ 2.099.900, quiero mac,not available,0,no
932,XIAOMI,Xiaomi Redmi Note 10 Pro 128 Gris Reacondicionado,$ 1.799.900,-55%,$ 799.900, quiero mac,not available,0,no
933,XIAOMI,Xiaomi Redmi Note 9 128 Azul Reacondicionado,$ 999.900,-60%,$ 399.900, quiero mac,not available,0,no
934,MOTOROLA,Motorola Moto G100 128 Azul Reacondicionado,$ 1.999.900,-55%,$ 899.900, quiero mac,not available,0,no
935,XIAOMI,Xiaomi Redmi Note 11 128 Azul Reacondicionado,$ 1.199.900,-58%,$ 499.900, quiero mac,not available,0,no
936,MOTOROLA,Motorola Moto E7 Plus 64 Azul Mystic Reacondicionado,$ 759.900,-60%,$ 299.900, quiero mac,not available,0,no
937,SAMSUNG,Samsung Galaxy M31 128 Fucsia Reacondicionado,$ 1.099.900,-54%,$ 499.900, quiero mac,not available,0,no
938,VIVO,Vivo Y50 128 Negro Reacondicionado,$ 1.099.900,-63%,$ 399.900, quiero mac,not available,0,no
939,VIVO,Vivo V21 128 Azul Ocaso Reacondicionado,$ 1.199.900,-58%,$ 499.900, quiero mac,not available,0,no
940,MOTOROLA,Motorola Moto G32 128 Gris Reacondicionado,$ 999.900,-55%,$ 449.900, quiero mac,not available,0,no
941,VIVO,Vivo Y22s 128 Azul Destellante Reacondicionado,$ 1.099.900,-63%,$ 399.900, quiero mac,not available,0,no
942,XIAOMI,Xiaomi Redmi Note 11 128 Blanco Reacondicionado,$ 1.199.900,-58%,$ 499.900, quiero mac,not available,0,no
943,XIAOMI,Xiaomi Redmi Note 10 Pro 128 Azul Reacondicionado,$ 1.799.900,-55%,$ 799.900, quiero mac,not available,0,no
944,MOTOROLA,Motorola Moto G200 128 Morado Reacondicionado,$ 2.199.900,-54%,$ 999.900, quiero mac,not available,0,no
945,XIAOMI,Xiaomi Redmi Note 11S 128 Azul Reacondicionado,$ 1.199.900,-58%,$ 499.900, quiero mac,not available,0,no
946,XIAOMI,Xiaomi Redmi Note 11 128 Azul Ocaso Reacondicionado,$ 1.199.900,-58%,$ 499.900, quiero mac,not available,0,no
947,VIVO,Vivo Y33s 128 Azul Reacondicionado,$ 1.099.900,-63%,$ 399.900, quiero mac,not available,0,no
948,SAMSUNG,Samsung Galaxy A53 128 Azul Reacondicionado,$ 2.199.900,-54%,$ 999.900, quiero mac,not available,0,no
949,MOTOROLA,Motorola Moto G31 128 Azul Reacondicionado,$ 899.900,-52%,$ 429.900, quiero mac,not available,0,no
950,SAMSUNG,Samsung Galaxy A71 128 Verde Menta Reacondicionado,$ 1.599.900,-53%,$ 749.900, quiero mac,not available,0,no
951,NOKIA,Nokia 1 Plus 16 Azul Reacondicionado,$ 429.900,-58%,$ 179.900, quiero mac,not available,0,no
952,HUAWEI,Huawei Y7 Prime 2019 32 Aurora Azul Reacondicionado,$ 799.900,-62%,$ 299.900, quiero mac,not available,0,no
953,HUAWEI,Huawei Y8s 64 Verde Reacondicionado,$ 799.900,-62%,$ 299.900, quiero mac,not available,0,no
954,NOKIA, Nokia 5.3 64 Negro Reacondicionado,$ 799.900,-62%,$ 299.900, quiero mac,not available,0,no
955,SAMSUNG,Samsung Galaxy S22 Plus 256 Blanco Reacondicionado,$ 4.499.900,-53%,$ 2.099.900, quiero mac,not available,0,no
956,HUAWEI,Huawei Y9 2018 32 Azul Reacondicionado,$ 759.900,-63%,$ 279.900, quiero mac,not available,0,no
957,XIAOMI,Xiaomi Redmi Note 9 128 Verde Reacondicionado,$ 999.900,-60%,$ 399.900, quiero mac,not available,0,no
958,SAMSUNG,Samsung Galaxy M23 128 Verde Oscuro Reacondicionado,$ 1.699.900,-52%,$ 799.900, quiero mac,not available,0,no
959,MOTOROLA,Motorola Moto G60 128 Gris Reacondicionado,$ 1.299.900,-53%,$ 599.900, quiero mac,not available,0,no
960,VIVO,Vivo Y50 128 Azul Reacondicionado,$ 1.099.900,-63%,$ 399.900, quiero mac,not available,0,no
961,XIAOMI,Xiaomi Redmi 9C 64 Gris Reacondicionado,$ 629.900,-52%,$ 299.900, quiero mac,not available,0,no
962,XIAOMI,Xiaomi Redmi Note 10 Pro 128 Azul Glaciar Reacondicionado,$ 1.799.900,-55%,$ 799.900, quiero mac,not available,0,no
963,HYUNDAI,Hyundai L553 16 Rojo Reacondicionado,$ 359.900,-55%,$ 159.900, quiero mac,not available,0,no
964,HYUNDAI,Hyundai L553 16 Verde Reacondicionado,$ 359.900,-55%,$ 159.900, quiero mac,not available,0,no
965,XIAOMI,Xiaomi Mi 10T Pro 256 Azul Reacondicionado,$ 2.199.900,-54%,$ 999.900, quiero mac,not available,0,no
974,APPLE,Iphone 12 Pro 256Gb Reacondicionado Azul,$ 3.700.000,-43%,$ 2.099.990, micelu,not available,0,no
975,APPLE,Iphone 12 Pro 256Gb Reacondicionado Negro,$ 3.399.900,-36%,$ 2.154.913, ecocell,not available,0,no
976,APPLE,Iphone 14 Pro 256Gb Reacondicionado Dorado,$ 4.599.900,-25%,$ 3.426.990, micelu,not available,0,no
977,APPLE,Iphone 11 Pro 256Gb Reacondicionado Negro,$ 2.799.990,-35%,$ 1.819.900, suncell-sucel,not available,0,no
978,APPLE,Iphone 12 Pro 256Gb Reacondicionado Blanco,$ 2.699.900,-20%,$ 2.159.895, ecocell,not available,0,no
979,APPLE,Iphone 14 128Gb Reacondicionado Rojo,$ 3.999.900,-37%,$ 2.499.900, ventas hatior colombia,not available,0,no
980,APPLE,Iphone 12 64Gb Reacondicionado Rojo,$ 2.859.900,-47%,$ 1.499.900, micelu,not available,0,no
981,APPLE,Iphone 15 128Gb Reacondicionado Azul,$ 4.899.990,-34%,$ 3.199.990, micelu,not available,0,no
983,APPLE,Iphone 12 64Gb Reacondicionado Lila,$ 2.859.900,-47%,$ 1.499.900, micelu,not available,0,no
984,APPLE,Iphone 13 Pro 128Gb Reacondicionado Blanco,$ 3.287.300,-20%,$ 2.629.840, maeko,not available,0,no
985,APPLE,Iphone 13 128Gb Reacondicionado Azul,$ 3.500.000,-43%,$ 1.985.000, celulander,not available,0,no
991,APPLE, Iphone 13 Pro 256Gb Oro Reacondicionado,$ 4.500.000,-33%,$ 2.999.690, idroid colombia,not available,0,no
992,APPLE, Iphone 13 Pro 128Gb Plata Reacondicionado,$ 4.300.000,-38%,$ 2.659.989, idroid colombia,not available,0,no
993,SAMSUNG, Samsung S22 5G 128Gb Verde Reacondicionado,$ 2.699.900,-31%,$ 1.849.900, ecocell,not available,0,no
994,APPLE, Iphone 13 Pro 256Gb Plata Reacondicionado,$ 4.999.000,-41%,$ 2.899.827, idroid colombia,not available,0,no
995,APPLE, Iphone 13 Pro 128Gb Verde Alpino Reacondicionado,$ 3.899.900,-32%,$ 2.629.900, la fabrica del iphone1,not available,0,no
996,APPLE,iphone 13 Pro 256Gb Azul Sierra Reacondicionado,$ 4.499.000,-33%,$ 2.999.794, idroid colombia,not available,0,no
997,APPLE, Iphone 13 Pro 128Gb Grafito Reacondicionado,$ 3.999.000,-33%,$ 2.659.989, idroid colombia,not available,0,no
998,APPLE, Iphone 13 Pro 128Gb Azul Sierra Reacondicionado,$ 4.499.000,-40%,$ 2.659.989, idroid colombia,not available,0,no
999,APPLE, Iphone 13 Pro 128Gb Oro Reacondicionado,$ 4.000.000,-33%,$ 2.659.989, idroid colombia,not available,0,no
1001,APPLE,Iphone 13 Pro 256Gb Oro Reacondicionado,$ 5.000.000,-36%,$ 3.179.900, idroid colombia,not available,0,no
1006,SAMSUNG, Samsung S22 5G 256Gb Negro Reacondicionado,$ 3.699.900,-45%,$ 1.999.900, ecocell,not available,0,no
1007,SAMSUNG, Samsung S22 5G 128Gb Rosa Reacondicionado,$ 2.699.900,-31%,$ 1.849.900, ecocell,not available,0,no
1008,SAMSUNG, Samsung S22 5G 128Gb Purpura Reacondicionado,$ 3.699.900,-50%,$ 1.849.900, ecocell,not available,0,no
1015,APPLE,Iphone 13 256Gb Rojo Reacondicionado,$ 4.899.900,-44%,$ 2.699.900, ecocell,not available,0,no
1016,APPLE,Iphone 13 256Gb Medianoche Reacondicionado,$ 4.899.900,-44%,$ 2.699.900, ecocell,not available,0,no
1017,APPLE,Iphone 13 256Gb Rosa Reacondicionado,$ 4.899.900,-44%,$ 2.699.900, ecocell,not available,0,no
1018,APPLE,Iphone 13 256Gb Azul Reacondicionado,$ 4.899.900,-44%,$ 2.699.900, ecocell,not available,0,no
1019,SAMSUNG,SAMSUNG GALAXY A22 NEGRO REACONDICIONADO,$ 999.900,-50%,$ 499.900, quiero mac,not available,0,no
1021,APPLE,Iphone 13 Pro Max 256Gb Azul Sierra Reacondicionado,$ 5.200.000,-37%,$ 3.249.888, idroid colombia,not available,0,no
1022,APPLE,Iphone 13 Pro Max 128Gb Azul Sierra Reacondicionado,$ 4.999.000,-42%,$ 2.898.982, idroid colombia,not available,0,no
1023,APPLE,Iphone 11 64Gb Gris Espacial Reacondicionado,$ 1.990.000,-42%,$ 1.139.000, celulander,not available,0,no
1024,APPLE,Iphone 13 Pro Max 256Gb Grafito Reacondicionado,$ 4.999.000,-35%,$ 3.199.858, idroid colombia,not available,0,no
1027,APPLE,Iphone 12 Pro 256Gb Azul Pacifico Reacondicionado,$ 3.700.000,-43%,$ 2.099.990, micelu,not available,0,no
1028,APPLE,Iphone 11 64Gb Verde Reacondicionado,$ 1.960.000,-40%,$ 1.158.300, tu tienda amarena,not available,0,no
1029,APPLE,Iphone 12 128Gb Verde Reacondicionado,$ 3.000.000,-46%,$ 1.599.800, micelu,not available,0,no
1030,APPLE,Iphone 14 Pro Max 128Gb Morado Oscuro Reacondicionado,$ 6.900.000,-44%,$ 3.824.989, idroid colombia,not available,0,no
1032,APPLE, Reacondicionado iPhone 12 Mini Blanco 64Gb,$ 1.999.900,-33%,$ 1.339.900, ventas hatior colombia,not available,0,no
1033,APPLE,Iphone 13 Pro 256Gb Verde Alpino Reacondicionado,$ 4.159.900,-23%,$ 3.189.900, micelu,not available,0,no
1034,APPLE,Iphone 13 Pro Max 256Gb Plata Reacondicionado,$ 5.000.000,-34%,$ 3.289.688, idroid colombia,not available,0,no
1035,APPLE,Iphone 13 Pro 256Gb Oro Reacondicionado,$ 4.999.000,-40%,$ 2.989.786, idroid colombia,not available,0,no
1036,APPLE,Iphone 13 Pro 128Gb Verde Alpino Reacondicionado,$ 3.899.900,-31%,$ 2.659.990, micelu,not available,0,no
1054,APPLE,IPHONE 14 PRO MAX 256 GB REACONDICIONADO COLOR NEGRO ESPACIAL,$ 5.299.000,-19%,$ 4.290.601, idroid colombia,not available,0,no
1055,APPLE,IPHONE 14 PRO MAX 128 GB REACONDICIONADO COLOR NEGRO ESPACIAL,$ 4.799.000,-19%,$ 3.879.797, idroid colombia,not available,0,no
1056,APPLE,IPHONE 14 PRO 128 GB REACONDICIONADO COLOR PLATA,$ 4.599.990,-28%,$ 3.293.990, micelu,not available,0,no
1057,APPLE,IPHONE 14 PRO 128 GB REACONDICIONADO COLOR NEGRO ESPACIAL,$ 4.899.990,-32%,$ 3.293.990, micelu,not available,0,no
1058,APPLE,IPHONE 14 128 GB REACONDICIONADO COLOR AZUL,$ 3.699.000,-35%,$ 2.397.000, idroid colombia,not available,0,no
1059,APPLE,IPHONE 13 PRO MAX 256 GB REACONDICIONADO COLOR VERDE ALPINO,$ 5.300.000,-39%,$ 3.200.000, tu tienda amarena,not available,0,no
1060,APPLE,IPHONE 13 PRO MAX 256 GB REACONDICIONADO COLOR GRAFITO,$ 4.499.000,-26%,$ 3.298.417, idroid colombia,not available,0,no
1061,APPLE,IPHONE 13 PRO 256 GB REACONDICIONADO COLOR GRAFITO,$ 4.499.000,-33%,$ 2.988.815, idroid colombia,not available,0,no
1062,APPLE,IPHONE 13 PRO 128 GB REACONDICIONADO COLOR AZUL SIERRA,$ 4.299.000,-38%,$ 2.629.720, idroid colombia,not available,0,no
1063,APPLE,IPHONE 13 128 GB REACONDICIONADO COLOR VERDE,$ 2.588.000,-18%,$ 2.099.900, ventas hatior colombia,not available,0,no
1064,APPLE,IPHONE 12 PRO MAX 128 GB REACONDICIONADO COLOR AZUL PACIFICO,$ 3.358.900,-27%,$ 2.449.897, ventas hatior colombia,not available,0,no
1065,APPLE,IPHONE 12 PRO MAX 128 GB REACONDICIONADO COLOR PLATA,$ 3.500.000,-32%,$ 2.349.791, idroid colombia,not available,0,no
1066,APPLE,IPHONE 12 64 GB REACONDICIONADO COLOR BLANCO,$ 2.199.000,-31%,$ 1.498.886, idroid colombia,not available,0,no
1067,APPLE,IPHONE 11 PRO MAX 256 GB REACONDICIONADO COLOR PLATA,$ 2.461.900,-20%,$ 1.969.480, ventas hatior colombia,not available,0,no
1068,APPLE,IPHONE 11 PRO MAX 64 GB REACONDICIONADO COLOR PLATA,$ 3.599.900,-52%,$ 1.725.900, micelu,not available,0,no
1069,APPLE,IPHONE 11 PRO MAX 64 GB REACONDICIONADO COLOR GRIS ESPACIAL,$ 3.599.900,-52%,$ 1.725.900, micelu,not available,0,no
1070,APPLE,IPHONE 11 PRO MAX 64 GB REACONDICIONADO COLOR VERDE MEDIANOCHE,$ 3.599.900,-52%,$ 1.725.900, micelu,not available,0,no
1071,APPLE,IPHONE 11 PRO 64 GB REACONDICIONADO COLOR GRIS ESPACIAL,$ 2.999.000,-47%,$ 1.567.099, idroid colombia,not available,0,no
1072,APPLE,IPHONE 11 PRO 64 GB REACONDICIONADO COLOR VERDE MEDIANOCHE,$ 2.999.000,-47%,$ 1.567.099, idroid colombia,not available,0,no
1073,APPLE,IPHONE XR 64 GB REACONDICIONADO COLOR AZUL,$ 1.500.000,-40%,$ 887.000, celulander,not available,0,no
1074,APPLE,iPhone 12 Pro Oro 128GB Reacondicionado + Airpods Pro 2 AAA,$ 2.999.900,-26%,$ 2.199.900, ventas hatior colombia,not available,0,yes
1075,APPLE,iPhone 12 Pro 128GB Plata Reacondicionado,$ 2.772.900,-30%,$ 1.939.898, ecocell,not available,0,no
1076,APPLE,Iphone Xr 64Gb Negro Reacondicionado,$ 2.000.000,-55%,$ 897.998, ecocell,not available,0,no
1077,APPLE,Iphone 14 Pro Max 256Gb Oro Reacondicionado,$ 5.500.000,-25%,$ 4.089.989, idroid colombia,not available,0,no
1078,APPLE,Iphone 14 Pro Max 256Gb Morado Oscuro Reacondicionado,$ 5.500.000,-25%,$ 4.089.989, idroid colombia,not available,0,no
1079,APPLE,Iphone 14 Pro 128Gb Plata Reacondicionado,$ 4.899.900,-32%,$ 3.293.990, micelu,not available,0,no
1080,APPLE,Iphone 14 Pro 128Gb Oro Reacondicionado,$ 4.850.000,-32%,$ 3.293.990, micelu,not available,0,no
1081,APPLE,Iphone 14 128Gb Morado Reacondicionado,$ 3.599.900,-29%,$ 2.541.990, micelu,not available,0,no
1082,APPLE,Iphone 14 128Gb Blanco Estelar Reacondicionado,$ 3.599.900,-29%,$ 2.541.990, micelu,not available,0,no
1083,APPLE,Iphone 14 128Gb Amarillo Reacondicionado,$ 3.399.900,-11%,$ 2.999.900, ventas hatior colombia,not available,0,no
1084,APPLE,Iphone 13 Pro 128Gb Plata Reacondicionado,$ 4.999.000,-47%,$ 2.629.700, idroid colombia,not available,0,no
1085,APPLE,Iphone 13 Pro 128Gb Oro Reacondicionado,$ 4.999.000,-46%,$ 2.659.989, idroid colombia,not available,0,no
1086,APPLE,Iphone 13 128Gb Azul Reacondicionado,$ 2.455.000,-14%,$ 2.099.900, ventas hatior colombia,not available,0,no
1087,APPLE,Iphone 12 Pro 256Gb Plata Reacondicionado,$ 3.500.000,-38%,$ 2.159.500, idroid colombia,not available,0,no
1088,APPLE,Iphone 12 Pro 256Gb Oro Reacondicionado,$ 3.500.000,-38%,$ 2.158.548, idroid colombia,not available,0,no
